PeakID (cmd=annotatePeaks.pl Filtered_Peaks_all_pCREB.txt mm10 -d tag/LKO_GCG_Input-Redo.tag/ tag/LKO_Veh_Input-Redo.tag/ tag/P8249_FLKO_GCG.tag/ tag/P8250_FLKO_GCG.tag/ tag/P8251_FWT_GCG.tag/ tag/P8266_FWT_GCG.tag/ tag/P8268_FLKO_Veh.tag/ tag/P8289_FLKO_Veh.tag/ tag/P8292_FWT_Veh.tag/ tag/P8297_FWT_Veh.tag/ tag/WT_GCG_Input-Redo.tag/ tag/WT_Veh_Input-Redo.tag/)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	tag/LKO_GCG_Input-Redo.tag/ Tag Count in given bp (18551812.0 Total, normalization factor = 0.54, effective total = 10000000)	tag/LKO_Veh_Input-Redo.tag/ Tag Count in given bp (20488236.0 Total, normalization factor = 0.49, effective total = 10000000)	tag/P8249_FLKO_GCG.tag/ Tag Count in given bp (19468993.0 Total, normalization factor = 0.51, effective total = 10000000)	tag/P8250_FLKO_GCG.tag/ Tag Count in given bp (18132350.0 Total, normalization factor = 0.55, effective total = 10000000)	tag/P8251_FWT_GCG.tag/ Tag Count in given bp (17583237.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8266_FWT_GCG.tag/ Tag Count in given bp (19301124.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8268_FLKO_Veh.tag/ Tag Count in given bp (17392915.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8289_FLKO_Veh.tag/ Tag Count in given bp (15752938.0 Total, normalization factor = 0.63, effective total = 10000000)	tag/P8292_FWT_Veh.tag/ Tag Count in given bp (19236269.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8297_FWT_Veh.tag/ Tag Count in given bp (14643986.0 Total, normalization factor = 0.68, effective total = 10000000)	tag/WT_GCG_Input-Redo.tag/ Tag Count in given bp (18902719.0 Total, normalization factor = 0.53, effective total = 10000000)	tag/WT_Veh_Input-Redo.tag/ Tag Count in given bp (21333023.0 Total, normalization factor = 0.47, effective total = 10000000)
Merged-chr7-92670117-2	chr7	92669899	92670355	+	31.616667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_029078)	promoter-TSS (NM_029078)	-215	NM_029078	74737		NM_029078	ENSMUSG00000041328	Pcf11	2500001H09Rik|5730417B17Rik	PCF11 cleavage and polyadenylation factor subunit	protein-coding	3.23	7.81	44.17	68.94	52.89	33.68	121.89	107.92	58.74	144.09	1.06	5.16
Merged-chr10-61680278-2	chr10	61680114	61680450	+	31.566666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001358488)	promoter-TSS (NM_001358488)	-3	NM_001358488	20224		NM_009120	ENSMUSG00000020088	Sar1a	1600019H17Rik|Sara|Sara1	secretion associated Ras related GTPase 1A	protein-coding	5.39	10.25	51.88	63.42	56.30	39.89	169.03	119.34	81.10	179.60	6.35	6.56
Merged-chr17-32036381-2	chr17	32036180	32036565	+	31.549999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	5' UTR (NM_028244, exon 1 of 16)	5' UTR (NM_028244, exon 1 of 16)	210	NM_028244	72462		NM_028244	ENSMUSG00000058392	Rrp1b	2600005C20Rik|D030064A17|Kiaa0179|mKIAA0179	ribosomal RNA processing 1B	protein-coding	7.55	6.83	47.25	49.08	37.54	40.93	114.99	69.19	49.39	103.11	4.76	2.81
Merged-chr1-93478996-2	chr1	93478832	93479161	+	31.471668	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_010891)	promoter-TSS (NM_010891)	3	NM_001159717	18000		NM_010891	ENSMUSG00000026276	Septin2	Nedd-5|Nedd5|Sept2|mKIAA0158	septin 2	protein-coding	4.31	5.37	64.20	80.52	74.50	72.53	175.93	124.42	64.98	183.01	3.70	8.44
Merged-chr9-20888185-2	chr9	20888012	20888355	+	31.424999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_145610)	promoter-TSS (NM_145610)	8	NM_145610	235036		NM_145610	ENSMUSG00000004100	Ppan	A230087P06Rik|SSF1	peter pan homolog	protein-coding	4.31	3.42	23.11	30.33	29.00	30.57	108.66	64.75	50.95	111.31	1.06	4.22
Merged-chr19-42170576-2	chr19	42170413	42170738	+	31.42	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001164531)	promoter-TSS (NM_001164531)	8	NM_001164531	319740		NM_177319	ENSMUSG00000018820	Zfyve27	2210011N02Rik|9530077C24Rik	zinc finger, FYVE domain containing 27	protein-coding	2.70	9.27	68.31	82.73	71.66	61.14	167.31	110.46	75.38	172.08	3.70	2.81
Merged-chr19-7241183-2	chr19	7241004	7241358	+	31.41	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_027643)	promoter-TSS (NM_027643)	41	NM_027643	70999		NM_027643	ENSMUSG00000024764	Naa40	4931433E08Rik|Nat11|NatD	N(alpha)-acetyltransferase 40, NatD catalytic subunit	protein-coding	6.47	9.76	54.45	77.76	61.42	70.46	160.41	120.61	72.78	181.64	4.23	7.03
Merged-chr8-71464777-2	chr8	71464598	71464954	+	31.403334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_053162)	promoter-TSS (NM_053162)	-150	NM_053162	94065		NM_053162	ENSMUSG00000034880	Mrpl34	0610007O17Rik|D8Bwg1484e	mitochondrial ribosomal protein L34	protein-coding	4.85	8.30	21.57	42.47	27.87	34.19	122.46	75.54	46.27	112.67	4.76	11.72
Merged-chr3-83041216-1	chr3	83041070	83041362	+	31.4	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	8647	NM_181849	110135		NM_181849	ENSMUSG00000033831	Fgb	2510049G14Rik	fibrinogen beta chain	protein-coding	1.62	3.42	0.51	1.65	0.00	1.04	1.15	2.54	1.56	2.73	2.65	0.00
Merged-chr1-134362030-2	chr1	134361877	134362201	+	31.366669	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NR_151737)	promoter-TSS (NR_151737)	-33	NR_151737	57439		NM_020588	ENSMUSG00000042305	Tmem183a	1300007B12Rik|1700020N19Rik|Tmem183	transmembrane protein 183A	protein-coding	3.23	4.39	48.28	50.19	38.10	38.86	93.14	73.64	45.23	107.89	3.17	3.75
Merged-chr17-24719976-2	chr17	24719817	24720161	+	31.341667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NR_027900)	promoter-TSS (NR_027900)	-24	NR_027900	73474		NR_027900	ENSMUSG00000090101	Snhg9	1700072N11Rik	small nucleolar RNA host gene 9	ncRNA	4.85	8.79	39.04	63.42	36.40	42.48	131.66	100.30	46.27	117.45	4.23	10.31
Merged-chr12-55821222-2	chr12	55821067	55821379	+	31.326666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001368814)	promoter-TSS (NM_001368814)	-56	NM_001368814	56784		NM_019994	ENSMUSG00000021027	Ralgapa1	2310003F20Rik|4930400K19Rik|GRIPE|Garnl1|Tulip1|mKIAA0884	Ral GTPase activating protein, alpha subunit 1	protein-coding	2.70	4.39	67.80	91.55	63.13	65.80	157.54	124.42	69.14	169.35	3.70	5.63
Merged-chr18-3005839-2	chr18	3005680	3006008	+	31.233334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	Intergenic	RLTR11A|LTR|ERVK	117568	NM_001167539	100312476		NM_001167539	ENSMUSG00000091539	Vmn1r238	-	vomeronasal 1 receptor, 238	protein-coding	61.45	48.81	2.57	2.21	1.71	1.55	0.57	0.00	1.56	3.41	64.54	44.53
Merged-chr15-98567665-2	chr15	98567450	98567852	+	31.233334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_009833)	promoter-TSS (NM_009833)	85	NM_001368702	12455		NM_009833	ENSMUSG00000011960	Ccnt1	2810478G24Rik|CycT1	cyclin T1	protein-coding	2.70	3.90	48.80	61.77	49.48	50.26	147.19	122.52	60.30	155.01	0.53	2.81
Merged-chr8-70673610-2	chr8	70673394	70673809	+	31.233334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	intron (NM_015816, intron 1 of 4)	CpG	370	NM_015816	50783		NM_015816	ENSMUSG00000031848	Lsm4	-	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding	4.31	7.81	25.17	31.44	27.30	40.41	158.69	103.47	64.98	137.94	2.65	3.75
Merged-chr4-116628020-2	chr4	116627818	116628256	+	31.216667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001081475)	promoter-TSS (NM_001081475)	-86	NM_016777	50927		NM_016777	ENSMUSG00000028693	Nasp	5033430J04Rik|D4Ertd767e|Epcs32|Nasp-T	nuclear autoantigenic sperm protein (histone-binding)	protein-coding	2.16	2.44	26.20	34.74	32.99	27.98	76.47	61.58	34.31	80.58	4.76	4.69
Merged-chr4-31963878-2	chr4	31963714	31964054	+	31.188332	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_009316)	promoter-TSS (NM_009316)	-223	NM_009316	26409		NM_009316	ENSMUSG00000028284	Map3k7	B430101B05|Tak1	mitogen-activated protein kinase kinase kinase 7	protein-coding	1.08	7.32	65.23	85.48	66.54	59.58	142.01	114.90	52.50	148.18	5.29	7.50
Merged-chr1-43098656-2	chr1	43098452	43098831	+	31.081667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_133818)	promoter-TSS (NM_133818)	-13	NM_001013025	73122		NM_001013025	ENSMUSG00000070939	Tgfbrap1	3110018K12Rik|Trap1	transforming growth factor, beta receptor associated protein 1	protein-coding	2.16	6.83	58.55	86.59	59.72	63.73	196.06	128.86	65.50	170.04	4.76	6.09
Merged-chr2-163017440-2	chr2	163017256	163017611	+	31.07	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_172150)	promoter-TSS (NM_172150)	80	NM_172150	245866		NM_172150	ENSMUSG00000017858	Ift52	NGD5	intraflagellar transport 52	protein-coding	1.08	4.88	61.64	76.11	64.83	55.96	155.24	114.26	60.82	130.43	2.12	5.63
Merged-chr2-32137966-2	chr2	32137797	32138130	+	31.049999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	Intergenic	CpG	-13185	NM_172661	227723		NM_172661	ENSMUSG00000039262	Prrc2b	5830434P21Rik|Bat2l|Bat2l1|D430039P21|mKIAA0515	proline-rich coiled-coil 2B	protein-coding	3.23	2.44	63.69	86.59	83.60	58.03	144.89	102.20	50.95	174.13	3.17	5.16
Merged-chr5-29735898-2	chr5	29735734	29736056	+	31.016666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_011847)	promoter-TSS (NM_011847)	-3	NM_001359198	23950		NM_011847	ENSMUSG00000029131	Dnajb6	HSJ-2|Mrj|mDj4	DnaJ heat shock protein family (Hsp40) member B6	protein-coding	5.93	2.93	41.09	40.81	34.69	35.23	116.14	92.05	54.58	129.06	4.23	5.16
Merged-chrX-112370986-2	chrX	112370774	112371197	+	31	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	intron (NM_026565, intron 8 of 8)	intron (NM_026565, intron 8 of 8)	35794	NM_028655	73809		NM_028655	ENSMUSG00000025527	Satl1	4930404K22Rik	spermidine/spermine N1-acetyl transferase-like 1	protein-coding	50.13	38.07	73.45	79.97	76.78	81.34	72.44	81.89	75.38	64.19	49.20	42.66
Merged-chr1-156036158-2	chr1	156035982	156036352	+	30.975	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	exon (NM_001160018, exon 1 of 10)	intron (NM_172843, intron 1 of 6)	131	NM_001160182	240832		NM_022329	ENSMUSG00000050565	Tor1aip2	1110020D10Rik|15kDa|A130072J07|Ifrg15|Lull1	torsin A interacting protein 2	protein-coding	2.16	5.37	49.31	60.11	46.64	50.26	174.78	118.07	62.38	171.40	3.17	6.56
Merged-chr5-24842642-2	chr5	24842461	24842810	+	30.966667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_053075)	promoter-TSS (NM_053075)	-274	NM_053075	19744		NM_053075	ENSMUSG00000028945	Rheb	Rheb1	Ras homolog enriched in brain	protein-coding	3.23	6.35	61.64	75.00	51.19	58.55	153.51	139.66	60.82	171.40	4.76	6.09
Merged-chr18-36560457-2	chr18	36560242	36560647	+	30.953335	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_175375)	promoter-TSS (NM_175375)	-159	NM_175375	108857		NM_175375	ENSMUSG00000024483	Ankhd1	1110004O12Rik|4933432B13Rik|9130019P20Rik|A530027J04Rik|A630021B20Rik|Mask|mFLJ00246|mKIAA1085	ankyrin repeat and KH domain containing 1	protein-coding	4.85	6.83	26.71	22.61	19.91	20.72	107.52	76.81	37.43	97.65	5.82	7.50
Merged-chr5-109557627-2	chr5	109557449	109557797	+	30.950001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	exon (NM_001310694, exon 2 of 8)	exon (NM_001310694, exon 2 of 8)	1370	NM_016715	57914		NM_016715	ENSMUSG00000033467	Crlf2	CRLM2|Ly114|Tslpr	cytokine receptor-like factor 2	protein-coding	3.23	7.32	27.22	51.29	39.24	30.57	94.87	76.18	28.07	83.99	6.88	4.69
Merged-chr8-123224802-2	chr8	123224627	123224967	+	30.853333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_194446)	promoter-TSS (NM_194446)	-44	NM_194446	234854		NM_194444	ENSMUSG00000033862	Cdk10	-	cyclin dependent kinase 10	protein-coding	2.70	5.86	31.33	33.09	32.99	25.39	95.44	66.02	43.15	105.85	6.35	2.34
Merged-chr1-193272881-2	chr1	193272709	193273041	+	30.85	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	intron (NM_008059, intron 1 of 1)	intron (NM_008059, intron 1 of 1)	313	NM_008059	14373		NM_008059	ENSMUSG00000009633	G0s2	-	G0/G1 switch gene 2	protein-coding	2.70	1.95	4.11	1.10	2.84	4.14	9.20	4.44	2.60	10.24	2.65	8.44
Merged-chr17-34982077-2	chr17	34981906	34982250	+	30.808334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001204273)	promoter-TSS (NM_001204273)	-52	NM_001204273	27756		NM_030597	ENSMUSG00000007050	Lsm2	D17H6S56E-2|D17H6S56E2|Dmapl|Dmpkap|G7b|Sm-X5|SmX5|snRNP	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding	3.23	5.37	35.44	50.74	47.20	48.18	125.91	85.06	47.83	126.33	4.23	8.91
Merged-chr3-83015425-1	chr3	83015279	83015571	+	30.799999	pCREB.fed.mergepeaks.txt	TTS (NM_001317105)	TTS (NM_001317105)	7701	NM_133862	99571		NM_133862	ENSMUSG00000033860	Fgg	3010002H13Rik	fibrinogen gamma chain	protein-coding	1.08	1.46	0.51	1.10	2.84	1.55	1.72	0.63	0.52	0.68	0.53	2.34
Merged-chr2-158028430-2	chr2	158028264	158028591	+	30.705	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001291135)	promoter-TSS (NM_001291135)	7	NM_029282	75425		NM_029282	ENSMUSG00000027650	Tti1	2610036D13Rik	TELO2 interacting protein 1	protein-coding	3.23	6.35	29.28	41.36	21.04	37.30	106.37	52.05	44.19	107.89	2.65	4.22
Merged-chr10-80622093-2	chr10	80621920	80622280	+	30.586666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_134002)	promoter-TSS (NM_134002)	-680	NM_134002	103236		NM_134002	ENSMUSG00000003345	Csnk1g2	2810429I12Rik	casein kinase 1, gamma 2	protein-coding	3.23	6.83	59.07	70.04	59.15	55.44	162.13	123.15	68.10	161.84	2.65	8.44
Merged-chr8-106011448-2	chr8	106011252	106011637	+	30.533333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001301176)	promoter-TSS (NM_001301176)	-34	NM_025518	66369		NM_025518	ENSMUSG00000031901	Dus2	2310016K04Rik|Dus2l	dihydrouridine synthase 2	protein-coding	4.31	5.86	49.31	54.60	45.50	37.30	108.09	74.27	51.47	129.75	3.70	9.38
Merged-chr15-94589859-2	chr15	94589695	94590015	+	30.5	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_008971)	promoter-TSS (NM_008971)	-31	NM_008971	19230		NM_008971	ENSMUSG00000022451	Twf1	A6|Ptk9|twinfilin	twinfilin actin binding protein 1	protein-coding	2.16	3.42	78.07	106.44	76.21	75.64	201.81	151.08	78.50	193.25	8.46	7.50
Merged-chr17-47688086-2	chr17	47687925	47688250	+	30.5	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	TTS (NM_001290337)	TTS (NM_001290337)	299	NM_001164729	66119		NM_025365	ENSMUSG00000033475	Tomm6	1110002E23Rik	translocase of outer mitochondrial membrane 6	protein-coding	3.77	2.93	32.87	46.33	33.55	30.57	109.24	84.43	48.87	118.14	4.76	5.63
Merged-chr17-34000367-2	chr17	34000188	34000526	+	30.405001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001347346)	promoter-TSS (NM_001347346)	-10	NM_001347346	14972		NM_001001892	ENSMUSG00000061232	H2-K1	H-2K|H-2K(d)|H2-D1|H2-K|K-f	histocompatibility 2, K1, K region	protein-coding	2.70	2.44	39.55	54.05	45.50	41.45	101.19	90.14	31.71	90.82	2.65	5.16
Merged-chr9-3016206-2	chr9	3016061	3016353	+	30.4	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	Intergenic	GSAT_MM|Satellite|Satellite	22536	NR_039546	100628572		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA	38.27	30.26	10.79	7.72	9.10	9.84	8.62	7.62	5.20	5.46	36.50	27.19
Merged-chr2-167015267-2	chr2	167015090	167015455	+	30.398333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_153065)	promoter-TSS (NM_153065)	-41	NM_153065	228889		NM_153065	ENSMUSG00000017999	Ddx27	-	DEAD box helicase 27	protein-coding	3.77	6.83	50.85	69.49	61.42	52.33	136.84	103.47	57.70	143.40	4.23	6.56
Merged-chr11-60417097-2	chr11	60416921	60417267	+	30.314999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NR_157083)	promoter-TSS (NR_157083)	-51	NM_025757	66771		NM_025757	ENSMUSG00000018415	Gid4	4933439F18Rik	GID complex subunit 4, VID24 homolog	protein-coding	2.16	6.35	28.76	44.67	43.79	20.72	120.74	67.29	57.18	114.04	7.94	4.69
Merged-chr6-86371453-2	chr6	86371281	86371641	+	30.219999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_026506)	promoter-TSS (NM_026506)	-79	NM_026506	68011		NM_026506	ENSMUSG00000057278	Snrpg	2810024K17Rik|SMG|sm-G|snRNP-G	small nuclear ribonucleoprotein polypeptide G	protein-coding	0.54	4.88	40.06	57.91	42.65	49.74	132.81	93.32	47.31	151.60	2.65	6.09
Merged-chr1-125560489-2	chr1	125560330	125560652	+	30.176666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_028787)	promoter-TSS (NM_028787)	-104	NM_001356294	74150		NM_028787	ENSMUSG00000026342	Slc35f5	1300003P13Rik	solute carrier family 35, member F5	protein-coding	6.47	7.32	63.69	61.77	65.40	58.55	152.36	104.74	67.06	170.04	6.88	3.75
Merged-chr11-119491319-2	chr11	119491101	119491521	+	30.119999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001164636)	promoter-TSS (NM_001164636)	-36	NM_001164636	338371		NM_177394	ENSMUSG00000039850	Endov	A730011L01Rik	endonuclease V	protein-coding	4.85	10.25	50.85	51.84	47.77	56.47	143.16	112.99	60.82	150.23	3.17	10.31
Merged-chr7-4940136-2	chr7	4939970	4940317	+	30.016666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	intron (NM_173008, intron 12 of 13)	intron (NM_173008, intron 12 of 13)	14322	NM_173008	269855		NM_173008	ENSMUSG00000035279	Ssc5d	A430110N23Rik|S5D-SRCRB	scavenger receptor cysteine rich family, 5 domains	protein-coding	2.16	1.95	20.55	34.19	29.00	35.23	73.02	48.88	23.91	79.21	3.17	5.63
Merged-chr16-23127771-2	chr16	23127608	23127944	+	30	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_145480)	promoter-TSS (NM_145480)	-46	NM_145480	106344		NM_145480	ENSMUSG00000022881	Rfc4	A1|RFC37	replication factor C (activator 1) 4	protein-coding	1.62	2.93	51.36	45.77	47.77	43.00	115.56	99.66	59.26	138.62	8.46	4.22
Merged-chr15-101246446-2	chr15	101246262	101246614	+	29.949999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	Intergenic	CpG	-20408	NM_010444	15370		NM_010444	ENSMUSG00000023034	Nr4a1	GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|NUR77-1|NUR77-2|TIS1|TR3|nur77	nuclear receptor subfamily 4, group A, member 1	protein-coding	4.85	9.27	67.80	87.69	69.38	55.44	159.26	125.69	71.22	176.86	3.70	6.09
Merged-chr4-49631963-2	chr4	49631787	49632127	+	29.943333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001163263)	promoter-TSS (NM_001163263)	-5	NR_168526	108167345		NR_168526		Gm45952	-	predicted gene, 45952	ncRNA	2.70	6.35	41.60	53.50	44.93	37.82	111.54	119.98	51.99	113.36	4.23	4.22
Merged-chr9-65346033-2	chr9	65345836	65346250	+	29.891666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_016688)	promoter-TSS (NM_016688)	-25	NM_016688	50996		NM_016688	ENSMUSG00000041837	Pdcd7	ES18	programmed cell death 7	protein-coding	4.85	7.32	25.68	41.91	26.73	35.75	77.04	59.04	30.15	71.70	4.23	7.50
Merged-chr1-37041404-2	chr1	37041224	37041572	+	29.870001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	intron (NM_001370828, intron 2 of 27)	intron (NM_001370828, intron 2 of 27)	12085	NM_001370828	70853		NM_027580	ENSMUSG00000050122	Vwa3b	4921511C04Rik|A230074B11Rik|Gm555	von Willebrand factor A domain containing 3B	protein-coding	4.31	4.39	52.90	68.94	55.73	46.63	113.84	64.12	51.47	119.50	2.65	2.81
Merged-chr8-117157899-2	chr8	117157738	117158075	+	29.849998	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001081151)	promoter-TSS (NM_001081151)	-75	NM_001081151	209239		NM_001081151	ENSMUSG00000052557	Gan	A330045G18|gigaxonin	giant axonal neuropathy	protein-coding	3.77	2.93	59.07	73.35	60.28	49.74	115.56	92.68	48.35	141.35	4.23	5.63
Merged-chr11-6476186-2	chr11	6476030	6476347	+	29.846668	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_011221)	promoter-TSS (NM_011221)	-112	NM_011221	19291		NM_011221	ENSMUSG00000094483	Purb	2310015K15Rik|Cager-2|D11Bwg0414e	purine rich element binding protein B	protein-coding	4.31	1.95	71.91	89.89	76.21	60.62	184.56	142.83	71.74	209.64	2.65	3.75
Merged-chr12-85473780-2	chr12	85473579	85473975	+	29.813334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_010234)	promoter-TSS (NM_010234)	-113	NM_010234	14281		NM_010234	ENSMUSG00000021250	Fos	D12Rfj1|c-fos|cFos	FBJ osteosarcoma oncogene	protein-coding	4.31	6.35	46.74	75.56	47.20	54.40	171.91	119.98	72.78	187.11	4.76	4.69
Merged-chr6-128764281-2	chr6	128764098	128764470	+	29.576668	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	24357	NM_001159904	17059		NM_008527	ENSMUSG00000030325	Klrb1c	CD161|Klrb1b|Ly-59|Ly55c|Ly59|NK-RP1|NK1.1|NKR-P1.9|NKRP1|NKRP140|Nk-1|Nk-1.2|Nk1|Nk1.2|Nkrp1b|Nkrp1c|ly-55c	killer cell lectin-like receptor subfamily B member 1C	protein-coding	4.31	6.83	64.72	73.35	59.72	54.92	174.21	135.85	79.54	167.30	2.12	7.97
Merged-chr17-36951778-2	chr17	36951611	36951951	+	29.564999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_029632)	promoter-TSS (NM_029632)	11	NM_029632	76497		NM_029632	ENSMUSG00000036398	Ppp1r11	1500041B02Rik|Hcgv|Tcte5|Tctex-5|Tctex5	protein phosphatase 1, regulatory inhibitor subunit 11	protein-coding	4.31	6.35	44.17	54.05	42.09	33.16	140.86	79.35	57.18	148.18	4.23	8.44
Merged-chr9-124425708-2	chr9	124425508	124425886	+	29.563332	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	TTS (NR_027950)	TTS (NR_027950)	1910	NR_015516	75135		NR_015516		4930526I15Rik	1600027J15Rik	RIKEN cDNA 4930526I15 gene	ncRNA	4.85	2.44	61.12	82.73	61.99	70.46	181.11	133.94	66.02	189.16	4.23	5.63
Merged-chr2-126707323-2	chr2	126707146	126707493	+	29.530001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_019729)	promoter-TSS (NM_019729)	-9	NM_001252580	84092		NM_019729	ENSMUSG00000027363	Usp8	Ubpy|mKIAA0055	ubiquitin specific peptidase 8	protein-coding	2.16	2.93	48.28	53.50	35.83	41.97	135.69	88.87	43.15	116.77	3.70	3.28
Merged-chr16-22857726-2	chr16	22857549	22857902	+	29.529999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001190805)	promoter-TSS (NM_001190805)	-56	NM_001081368	70573		NM_001081368	ENSMUSG00000004462	Tbccd1	5730478M09Rik	TBCC domain containing 1	protein-coding	3.23	6.83	44.17	66.18	50.62	60.10	129.94	109.19	44.19	141.35	7.41	2.34
Merged-chr11-68853138-2	chr11	68852971	68853306	+	29.483334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_023668)	promoter-TSS (NM_023668)	-3	NM_001363305	83431		NM_023668	ENSMUSG00000018736	Ndel1	2600006O07Rik|MITAP1|NUDEL|mNudE-L|mNudel	nudE neurodevelopment protein 1 like 1	protein-coding	2.70	2.93	41.60	64.53	52.89	46.11	152.94	102.84	72.26	180.28	1.59	5.16
