PeakID (cmd=annotatePeaks.pl pCREB.fed.BCL6.mergepeaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr4-40852615-1	chr4	40852522	40852708	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_001378519, intron 1 of 5)	intron (NM_001378519, intron 1 of 5)	1180	NM_001378519	14595		NM_022305	ENSMUSG00000028413	B4galt1	B-1,4-GalT|B-1,4-GalT1|GalT|Ggtb|Ggtb2|b4Gal-T1|beta-1,4-GalT|beta-1,4-GalT1|beta4Gal-T1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	protein-coding
Merged-chr2-67723647-1	chr2	67723554	67723740	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_001379324, intron 2 of 6)	intron (NM_001379324, intron 2 of 6)	48190	NR_106083	102465706		NR_106083	ENSMUSG00000098299	Mir7224	Gm27971|mmu-mir-7224	microRNA 7224	ncRNA
Merged-chr15-60925936-1	chr15	60925843	60926029	+	77.400002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-4666	NM_001081067	117586		NM_001081067	ENSMUSG00000022347	A1bg	C44	alpha-1-B glycoprotein	protein-coding
Merged-chr11-88387196-1	chr11	88387103	88387289	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_001373923, intron 9 of 12)	intron (NM_001373923, intron 9 of 12)	34423	NR_039545	100628571		NR_039545	ENSMUSG00000092985	Mir378b	mir-378b|mmu-mir-378b	microRNA 378b	ncRNA
Merged-chr17-63494956-1	chr17	63494863	63495049	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_015794, intron 1 of 8)	L1M4|LINE|L1	5624	NM_015794	50758		NM_015794	ENSMUSG00000023965	Fbxl17	6330576B01Rik|C130023C01Rik|Fbx13|Fbxo13	F-box and leucine-rich repeat protein 17	protein-coding
Merged-chr16-23996539-1	chr16	23996446	23996632	+	77.400002	GetdiffpeaksBCL6WT.txt	Intergenic	L1ME4b|LINE|L1	-7687	NM_009744	12053		NM_009744	ENSMUSG00000022508	Bcl6	Bcl5	B cell leukemia/lymphoma 6	protein-coding
Merged-chr1-118403176-1	chr1	118403083	118403269	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_001359347, intron 1 of 40)	intron (NM_001359347, intron 1 of 40)	14118	NM_001359334	76707		NM_029709	ENSMUSG00000064302	Clasp1	1700030C23Rik|5730583A19Rik|B130045P17Rik|CLASP1alpha	CLIP associating protein 1	protein-coding
Merged-chr10-84811395-1	chr10	84811302	84811488	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_001024918, intron 3 of 17)	L2a|LINE|L2	-26753	NM_027689	71137		NM_027689	ENSMUSG00000020037	Rfx4	4933412G19Rik|NYD-sp10	regulatory factor X, 4 (influences HLA class II expression)	protein-coding
Merged-chr4-140523035-1	chr4	140522942	140523128	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_001112722, intron 25 of 27)	intron (NM_001112722, intron 25 of 27)	125721	NM_001112723	72754		NM_172415	ENSMUSG00000040964	Arhgef10l	2810441C07Rik	Rho guanine nucleotide exchange factor 10-like	protein-coding
Merged-chr8-46362489-1	chr8	46362396	46362582	+	77.400002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-67818	NM_173789	234219		NM_173789	ENSMUSG00000047171	Helt	A830086M02|Hesl|Heslike|Mgn|megane	helt bHLH transcription factor	protein-coding
Merged-chr6-54140643-1	chr6	54140550	54140736	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_001163640, intron 1 of 12)	intron (NM_001163640, intron 1 of 12)	100711	NM_001163640	69993		NM_023543	ENSMUSG00000004633	Chn2	1700026N20Rik|4930557O16Rik|ARHGAP3|Bch	chimerin 2	protein-coding
Merged-chr6-38853854-1	chr6	38853761	38853947	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_001294143, intron 1 of 14)	intron (NM_001294143, intron 1 of 14)	-16543	NM_001136065	15258		NM_010433	ENSMUSG00000061436	Hipk2	1110014O20Rik|B230339E18Rik|Stank	homeodomain interacting protein kinase 2	protein-coding
Merged-chr11-96076884-1	chr11	96076791	96076977	+	77.400002	GetdiffpeaksBCL6WT.txt	Intergenic	L1M5|LINE|L1	-1190	NM_007506	11951		NM_007506	ENSMUSG00000006057	Atp5mc1	Atp5g1	ATP synthase membrane subunit c locus 1	protein-coding
Merged-chr12-17425901-1	chr12	17425808	17425994	+	77.400002	GetdiffpeaksBCL6WT.txt	intron (NM_001008421, intron 20 of 20)	intron (NM_001008421, intron 20 of 20)	70509	NR_037226	100526470		NR_037226	ENSMUSG00000093037	Mir3066	mir-3066|mmu-mir-3066	microRNA 3066	ncRNA
Merged-chr7-30650186-1	chr7	30650027	30650345	+	77.133331	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_133693)	promoter-TSS (NM_133693)	42	NM_133693	68035		NM_133693	ENSMUSG00000036733	Rbm42	1700003D06Rik|3100004P22Rik	RNA binding motif protein 42	protein-coding
Merged-chr1-120655071-2	chr1	120654837	120655246	+	77.050003	pCREB.fed.mergepeaks.txt|GetdiffpeaksBCL6WT.txt	Intergenic	MER63B|DNA|hAT-Blackjack	52554	NM_010133	13798		NM_010133	ENSMUSG00000058665	En1	En-1|Mo-en.1|engrailed-1	engrailed 1	protein-coding
Merged-chr13-104228859-1	chr13	104228671	104229048	+	76.433334	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001377093)	promoter-TSS (NM_001377093)	-15	NM_172807	238831		NM_172807	ENSMUSG00000021713	Ppwd1	4632422M10Rik|A330090G21Rik	peptidylprolyl isomerase domain and WD repeat containing 1	protein-coding
Merged-chr8-94171449-1	chr8	94171356	94171542	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-1169	NM_008630	17750		NM_008630	ENSMUSG00000031762	Mt2	MT-II|Mt-2	metallothionein 2	protein-coding
Merged-chr2-173143023-1	chr2	173142930	173143116	+	76.300003	GetdiffpeaksBCL6WT.txt	non-coding (NR_168322, exon 5 of 5)	non-coding (NR_168322, exon 5 of 5)	5109	NR_168322	102640678		NR_168322		Gm36691	-	predicted gene, 36691	ncRNA
Merged-chr5-105354217-1	chr5	105354124	105354310	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-7741	NR_132129	634650		NM_001039647	ENSMUSG00000092021	Gbp11	EG634650|Gm7141	guanylate binding protein 11	protein-coding
Merged-chr6-72058655-1	chr6	72058562	72058748	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-16127	NR_046180	330350		NR_046180	ENSMUSG00000108356	9130221F21Rik	9130221F21	RIKEN cDNA 9130221F21 gene	ncRNA
Merged-chr5-122798044-1	chr5	122797951	122798137	+	76.300003	GetdiffpeaksBCL6WT.txt	intron (NM_001289519, intron 11 of 16)	intron (NM_001289519, intron 11 of 16)	-18634	NM_145358	207565		NM_145358	ENSMUSG00000029471	Camkk2	6330570N16Rik|mKIAA0787	calcium/calmodulin-dependent protein kinase kinase 2, beta	protein-coding
Merged-chr10-33817110-1	chr10	33817017	33817203	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-34995	NM_001101452	215895		NM_001101452	ENSMUSG00000090298	Sult3a2	EG215895|Gm4794	sulfotransferase family 3A, member 2	protein-coding
Merged-chr6-141333394-1	chr6	141333301	141333487	+	76.300003	GetdiffpeaksBCL6WT.txt	intron (NM_018779, intron 1 of 15)	intron (NM_018779, intron 1 of 15)	-7159	NR_033555	100093700		NR_033555	ENSMUSG00000107456	Gm10400	-	predicted gene 10400	ncRNA
Merged-chr10-95430435-1	chr10	95430342	95430528	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	13060	NR_045338	70523		NR_045338	ENSMUSG00000097766	5730420D15Rik	-	RIKEN cDNA 5730420D15 gene	ncRNA
Merged-chr5-20720690-1	chr5	20720597	20720783	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	161434	NM_172992	68770		NM_172992	ENSMUSG00000039987	Phtf2	1110054G21Rik|9530062N20Rik	putative homeodomain transcription factor 2	protein-coding
Merged-chr8-124278975-1	chr8	124278882	124279068	+	76.300003	GetdiffpeaksBCL6WT.txt	intron (NM_139272, intron 1 of 15)	intron (NM_139272, intron 1 of 15)	47581	NM_139272	108148		NM_139272	ENSMUSG00000089704	Galnt2	-	polypeptide N-acetylgalactosaminyltransferase 2	protein-coding
Merged-chr2-32360753-1	chr2	32360660	32360846	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	L1ME4a|LINE|L1	-2257	NM_001252538	68379		NM_028412	ENSMUSG00000039205	Ciz1	0610038H21Rik|2900056O04Rik|LSFR1|ZNF356	CDKN1A interacting zinc finger protein 1	protein-coding
Merged-chr15-86116476-1	chr15	86116383	86116569	+	76.300003	GetdiffpeaksBCL6WT.txt	intron (NM_001379572, intron 3 of 18)	intron (NM_001379572, intron 3 of 18)	57714	NM_001379572	223752		NM_172611	ENSMUSG00000035900	Gramd4	9930016O13	GRAM domain containing 4	protein-coding
Merged-chr6-72028262-1	chr6	72028169	72028355	+	76.300003	GetdiffpeaksBCL6WT.txt	intron (NR_046180, intron 1 of 2)	intron (NR_046180, intron 1 of 2)	14266	NR_046180	330350		NR_046180	ENSMUSG00000108356	9130221F21Rik	9130221F21	RIKEN cDNA 9130221F21 gene	ncRNA
Merged-chr16-31399367-1	chr16	31399274	31399460	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-22930	NM_175177	71911		NM_175177	ENSMUSG00000046598	Bdh1	2310032J20Rik|Bdh	3-hydroxybutyrate dehydrogenase, type 1	protein-coding
Merged-chr9-70969417-1	chr9	70969324	70969510	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-17196	NM_001324473	15450		NM_008280	ENSMUSG00000032207	Lipc	HL|Hpl	lipase, hepatic	protein-coding
Merged-chr5-125286259-1	chr5	125286166	125286352	+	76.300003	GetdiffpeaksBCL6WT.txt	intron (NM_001205083, intron 9 of 10)	intron (NM_001205083, intron 9 of 10)	54835	NM_016741	20778		NM_016741	ENSMUSG00000037936	Scarb1	CD36|Cd36l1|Chohd1|Cla-1|Cla1|D5Ertd460e|Hdlq1|Hlb398|SR-B1|SR-BI|SRBI|Srb1|mSR-BI	scavenger receptor class B, member 1	protein-coding
Merged-chr14-62468974-1	chr14	62468881	62469067	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	L1MCc|LINE|L1	-12685	NM_172810	239134		NM_172810	ENSMUSG00000021933	Gucy1b2	B930025B03|GC-SB2	guanylate cyclase 1, soluble, beta 2	protein-coding
Merged-chr15-77124427-1	chr15	77124334	77124520	+	76.300003	GetdiffpeaksBCL6WT.txt	intron (NM_001286417, intron 2 of 11)	B1_Mus2|SINE|Alu	29385	NM_001110830	93686		NM_053104	ENSMUSG00000033565	Rbfox2	Fbm2|Fxh|Hrnbp2|Rbm9	RNA binding protein, fox-1 homolog (C. elegans) 2	protein-coding
Merged-chr9-19690508-1	chr9	19690415	19690601	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-22321	NM_001012265	257963		NM_001012265	ENSMUSG00000094678	Or7e166	GA_x5J8B7TQMB7-1-306|MOR146-8P|Olfr857	olfactory receptor family 7 subfamily E member 166	protein-coding
Merged-chr1-95047517-1	chr1	95047424	95047610	+	76.300003	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	250075	NR_040473	74689		NR_040473	ENSMUSG00000100518	4930440C22Rik	-	RIKEN cDNA 4930440C22 gene	ncRNA
Merged-chr7-143210953-1	chr7	143210860	143211046	+	76.300003	GetdiffpeaksBCL6WT.txt	intron (NM_008434, intron 10 of 15)	intron (NM_008434, intron 10 of 15)	85594	NR_001461	63830		NR_001461	ENSMUSG00000101609	Kcnq1ot1	Kvlqt1-as|Lit1|Tssc8	KCNQ1 overlapping transcript 1	ncRNA
Merged-chr8-105900415-1	chr8	105900245	105900585	+	76.033333	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_173432)	promoter-TSS (NM_173432)	-59	NM_173432	244631		NM_173432	ENSMUSG00000048310	Pskh1	E130013P03Rik|b2b1230Clo	protein serine kinase H1	protein-coding
Merged-chr13-65241390-1	chr13	65241219	65241562	+	75.933334	pCREB.fed.mergepeaks.txt	promoter-TSS (NR_165655)	promoter-TSS (NR_165655)	-125	NR_165655	115488122		NR_165655		Gm36445	-	predicted gene, 36445	ncRNA
Merged-chr16-43889728-1	chr16	43889565	43889891	+	75.800003	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_029128)	promoter-TSS (NM_029128)	-52	NM_001356328	106248		NM_029128	ENSMUSG00000022704	Qtrt2	3110012M05Rik|4930470H18Rik|Qrtr2|Qtrtd1	queuine tRNA-ribosyltransferase accessory subunit 2	protein-coding
Merged-chr17-27820769-1	chr17	27820608	27820930	+	75.266670	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001033279)	promoter-TSS (NM_001033279)	-227	NM_001271511	224647		NM_001033279	ENSMUSG00000056692	Ilrun	C030010A15|D17Wsu92e	inflammation and lipid regulator with UBA-like and NBR1-like domains	protein-coding
Merged-chr14-70515866-1	chr14	70515773	70515959	+	75.099998	GetdiffpeaksBCL6WT.txt	intron (NM_001360021, intron 2 of 20)	intron (NM_001360021, intron 2 of 20)	4394	NM_009755	12153		NM_009755	ENSMUSG00000022098	Bmp1	Pcp|Tld	bone morphogenetic protein 1	protein-coding
Merged-chr1-172932357-1	chr1	172932264	172932450	+	75.099998	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-24411	NM_008763	18313		NM_008763	ENSMUSG00000037924	Or10j5	MOR23|MOR26713|Olfr16	olfactory receptor family 10 subfamily J member 5	protein-coding
Merged-chr7-98383618-1	chr7	98383525	98383711	+	75.099998	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-22290	NM_001168539	244152		NM_001024619	ENSMUSG00000049580	Tsku	9530051K01Rik|E2ig4|Lrrc54|Tsk	tsukushi, small leucine rich proteoglycan	protein-coding
Merged-chr19-46673346-1	chr19	46673253	46673439	+	75.099998	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_007809)	promoter-TSS (NM_007809)	-346	NM_007809	13074		NM_007809	ENSMUSG00000003555	Cyp17a1	Cyp17|p450c17	cytochrome P450, family 17, subfamily a, polypeptide 1	protein-coding
Merged-chr7-44820057-1	chr7	44819964	44820150	+	75.099998	GetdiffpeaksBCL6WT.txt	intron (NM_001171024, intron 1 of 8)	intron (NM_001171024, intron 1 of 8)	-3399	NR_033136	107503		NM_030693	ENSMUSG00000038539	Atf5	AFTA|Atf7|Atfx|ODA-10	activating transcription factor 5	protein-coding
Merged-chr10-69211370-1	chr10	69211277	69211463	+	75.099998	GetdiffpeaksBCL6WT.txt	3' UTR (NM_001331193, exon 2 of 2)	3' UTR (NM_001331193, exon 2 of 2)	-1287	NM_001081347	69288		NM_001081347	ENSMUSG00000019944	Rhobtb1	1700008H16Rik|3110048G13Rik	Rho-related BTB domain containing 1	protein-coding
Merged-chr2-14056185-1	chr2	14056092	14056278	+	75.099998	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_013935)	promoter-TSS (NM_013935)	-150	NM_001012396	30963		NM_013935	ENSMUSG00000063275	Hacd1	Ptpla	3-hydroxyacyl-CoA dehydratase 1	protein-coding
Merged-chr19-41275747-1	chr19	41275654	41275840	+	75.099998	GetdiffpeaksBCL6WT.txt	intron (NM_031376, intron 16 of 16)	intron (NM_031376, intron 16 of 16)	-11743	NM_133352	107358		NM_133352	ENSMUSG00000025016	Tm9sf3	1810073M23Rik|2810031D16Rik|Smbp|mKIAA4036	transmembrane 9 superfamily member 3	protein-coding
Merged-chr13-64090334-1	chr13	64090241	64090427	+	75.099998	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-1133	NM_008291	15487		NM_008291	ENSMUSG00000033122	Hsd17b3	-	hydroxysteroid (17-beta) dehydrogenase 3	protein-coding
Merged-chr1-131486338-1	chr1	131486245	131486431	+	75.099998	GetdiffpeaksBCL6WT.txt	intron (NM_001081011, intron 2 of 22)	intron (NM_001081011, intron 2 of 22)	41023	NM_001081011	14270		NM_019520	ENSMUSG00000026425	Srgap2	9930124L22Rik|FBP2|Fnbp2|srGAP3	SLIT-ROBO Rho GTPase activating protein 2	protein-coding
Merged-chr14-62057330-1	chr14	62057237	62057423	+	75.099998	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	235649	NM_173419	239133		NM_173419	ENSMUSG00000048281	Dleu7	-	deleted in lymphocytic leukemia, 7	protein-coding
Merged-chr5-120586949-1	chr5	120586856	120587042	+	75.099998	GetdiffpeaksBCL6WT.txt	intron (NM_145853, intron 1 of 27)	intron (NM_145853, intron 1 of 27)	1664	NM_145853	252972		NM_145853	ENSMUSG00000032741	Tpcn1	5730403B01Rik|Tpc1|mKIAA1169	two pore channel 1	protein-coding
Merged-chr17-86444944-1	chr17	86444851	86445037	+	75.099998	GetdiffpeaksBCL6WT.txt	intron (NM_011104, intron 2 of 14)	intron (NM_011104, intron 2 of 14)	-157766	NR_045435	72104		NR_045435	ENSMUSG00000100738	2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA
Merged-chr7-79314018-1	chr7	79313925	79314111	+	75.099998	GetdiffpeaksBCL6WT.txt	intron (NM_018811, intron 3 of 10)	intron (NM_018811, intron 3 of 10)	40752	NM_018811	54608		NM_018811	ENSMUSG00000039202	Abhd2	2210009N18Rik|LABH2|Labh-2	abhydrolase domain containing 2	protein-coding
Merged-chr2-131210362-1	chr2	131210201	131210523	+	75.000000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001355593)	promoter-TSS (NM_001355593)	2	NR_110992	69596		NM_027129	ENSMUSG00000068264	Ap5s1	0610038L13Rik|2310035K24Rik|sigma5	adaptor-related protein 5 complex, sigma 1 subunit	protein-coding
Merged-chr19-46075879-1	chr19	46075715	46076043	+	74.866669	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_053086)	promoter-TSS (NM_053086)	32	NM_001039351	70769		NM_053086	ENSMUSG00000015176	Nolc1	NOPP130|NOPP140|P130	nucleolar and coiled-body phosphoprotein 1	protein-coding
Merged-chr14-31251488-1	chr14	31251333	31251643	+	74.799995	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_027088)	promoter-TSS (NM_027088)	-1	NM_027088	104416		NM_027088	ENSMUSG00000021901	Bap1	2300006C11Rik|mKIAA0272|uch-x4	Brca1 associated protein 1	protein-coding
Merged-chr9-90114782-1	chr9	90114626	90114939	+	74.666664	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001357780)	promoter-TSS (NM_001357780)	38	NM_001039147	21761		NM_024431	ENSMUSG00000062270	Morf4l1	MORFRG15|MRG15|TEG-189|Tex189|mKIAA4002	mortality factor 4 like 1	protein-coding
Merged-chr10-62920620-1	chr10	62920462	62920778	+	74.566666	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_175194)	promoter-TSS (NM_175194)	-13	NM_175194	73132		NM_175194	ENSMUSG00000071253	Slc25a16	3110021G18Rik|GDA|GDC|HGT.1|ML7	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16	protein-coding
Merged-chr6-31262335-2	chr6	31262179	31262471	+	74.320000	pCREB.fed.mergepeaks.txt|GetdiffpeaksBCL6WT.txt	intron (NR_040257, intron 2 of 7)	intron (NR_040257, intron 2 of 7)	41974	NR_040259	73652		NR_040257	ENSMUSG00000087380	2210408F21Rik	-	RIKEN cDNA 2210408F21 gene	ncRNA
Merged-chr4-94556808-1	chr4	94556646	94556970	+	73.966667	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_026368)	promoter-TSS (NM_026368)	-12	NM_026368	67770		NM_026368	ENSMUSG00000028578	Caap1	5830433M19Rik|CAAP	caspase activity and apoptosis inhibitor 1	protein-coding
Merged-chr5-44252558-1	chr5	44252465	44252651	+	73.900002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-25952	NM_173764	231225		NM_173764	ENSMUSG00000046985	Tapt1	4932414K18Rik	transmembrane anterior posterior transformation 1	protein-coding
Merged-chr9-63184054-1	chr9	63183961	63184147	+	73.900002	GetdiffpeaksBCL6WT.txt	intron (NM_001364493, intron 20 of 20)	intron (NM_001364493, intron 20 of 20)	-35093	NM_001163758	207667		NM_172446	ENSMUSG00000022245	Skor1	C230094B15Rik|Corl1|Lbxcor1	SKI family transcriptional corepressor 1	protein-coding
Merged-chr3-93469794-1	chr3	93469701	93469887	+	73.900002	GetdiffpeaksBCL6WT.txt	intron (NM_027762, intron 2 of 2)	intron (NM_027762, intron 2 of 2)	1040	NM_027762	71325		NM_027762	ENSMUSG00000027908	Tchhl1	5430400H23Rik|S100a17|Thhl1	trichohyalin-like 1	protein-coding
Merged-chr3-117072048-1	chr3	117071955	117072141	+	73.900002	GetdiffpeaksBCL6WT.txt	intron (NR_038029, intron 2 of 8)	intron (NR_038029, intron 2 of 8)	5717	NR_038029	433646		NR_038029	ENSMUSG00000028009	1700061I17Rik	-	RIKEN cDNA 1700061I17 gene	ncRNA
Merged-chr17-28760871-1	chr17	28760778	28760964	+	73.900002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-8446	NM_011950	26415		NM_011950	ENSMUSG00000004864	Mapk13	SAPK4|Serk4	mitogen-activated protein kinase 13	protein-coding
Merged-chr15-66906267-1	chr15	66906174	66906360	+	73.900002	GetdiffpeaksBCL6WT.txt	intron (NR_157336, intron 1 of 4)	intron (NR_157336, intron 1 of 4)	14898	NM_018865	22402		NM_018865	ENSMUSG00000005124	Ccn4	Elm1|Wisp1	cellular communication network factor 4	protein-coding
Merged-chr4-34883094-1	chr4	34883001	34883187	+	73.900002	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_013889)	promoter-TSS (NM_013889)	-146	NM_013889	30046		NM_013889	ENSMUSG00000039967	Zfp292	5730450D02Rik|5830493J20Rik|9430062L07Rik|Krox-10|Zfp-15|Zfp15|Zn-15|Zn-16|mKIAA0530	zinc finger protein 292	protein-coding
Merged-chr9-83202774-1	chr9	83202681	83202867	+	73.900002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	51735	NR_166683	105243469		NR_166683	ENSMUSG00000098747	Gm27216	-	predicted gene 27216	ncRNA
Merged-chr18-39140826-1	chr18	39140733	39140919	+	73.900002	GetdiffpeaksBCL6WT.txt	intron (NM_001361073, intron 10 of 21)	intron (NM_001361073, intron 10 of 21)	147673	NM_001374831	71302		NM_175164	ENSMUSG00000036452	Arhgap26	1810044B20Rik|2610010G17Rik|4933432P15Rik|mKIAA0621	Rho GTPase activating protein 26	protein-coding
Merged-chr4-116684196-1	chr4	116684103	116684289	+	73.900002	GetdiffpeaksBCL6WT.txt	TTS (NR_040442)	TTS (NR_040442)	-1403	NM_011034	18477		NM_011034	ENSMUSG00000028691	Prdx1	MSP23|NkefA|OSF-3|OSF3|PAG|Paga|PrdxI|PrxI|TDX2|TPxA|Tdpx2|prx1	peroxiredoxin 1	protein-coding
Merged-chr9-23327274-1	chr9	23327181	23327367	+	73.900002	GetdiffpeaksBCL6WT.txt	intron (NM_028472, intron 6 of 14)	intron (NM_028472, intron 6 of 14)	104198	NM_028472	73230		NM_028472	ENSMUSG00000031963	Bmper	3110056H04Rik|CV-2|Crim3|Cv2	BMP-binding endothelial regulator	protein-coding
Merged-chr15-96903651-1	chr15	96903558	96903744	+	73.900002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	116708	NM_001358060	69354		NM_027052	ENSMUSG00000022464	Slc38a4	1110012E16Rik|1700012A18Rik|Ata3|SNAT4|mATA3|mNAT3	solute carrier family 38, member 4	protein-coding
Merged-chr4-15316291-1	chr4	15316198	15316384	+	73.900002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	50471	NM_181401	100201		NM_181401	ENSMUSG00000043252	Tmem64	9630015D15Rik	transmembrane protein 64	protein-coding
Merged-chr11-77783168-1	chr11	77783075	77783261	+	73.900002	GetdiffpeaksBCL6WT.txt	intron (NM_011586, intron 1 of 39)	intron (NM_011586, intron 1 of 39)	5933	NM_001291212	360013		NM_011586	ENSMUSG00000000631	Myo18a	MAJN|MyoPDZ|MysPDZ|SP-R210	myosin XVIIIA	protein-coding
Merged-chr15-51830042-1	chr15	51829949	51830135	+	73.900002	GetdiffpeaksBCL6WT.txt	intron (NM_080635, intron 2 of 7)	intron (NM_080635, intron 2 of 7)	35419	NM_080635	68135		NM_080635	ENSMUSG00000022312	Eif3h	1110008A16Rik|40kD|9430017H16Rik|EIF3-P40|EIF3-gamma|Eif3s3	eukaryotic translation initiation factor 3, subunit H	protein-coding
Merged-chr13-38122526-1	chr13	38122433	38122619	+	73.900002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-28768	NM_023842	109620		NM_023842	ENSMUSG00000054889	Dsp	2300002E22Rik|5730453H04Rik|DP|rul	desmoplakin	protein-coding
Merged-chr10-96188411-1	chr10	96188318	96188504	+	73.900002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-37796	NR_110448	74881		NR_110448	ENSMUSG00000112762	4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA
Merged-chr14-77586334-1	chr14	77586241	77586427	+	73.900002	GetdiffpeaksBCL6WT.txt	intron (NM_172813, intron 10 of 18)	intron (NM_172813, intron 10 of 18)	-79466	NR_033141	629678		NM_001037935	ENSMUSG00000067973	Gm6994	EG629678	predicted gene 6994	ncRNA
Merged-chr18-34866658-1	chr18	34866565	34866751	+	73.900002	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	5451	NM_007913	13653		NM_007913	ENSMUSG00000038418	Egr1	A530045N19Rik|ETR103|Egr-1|Krox-1|Krox-24|Krox24|NGF1-A|NGFI-A|NGFIA|TIS8|Zenk|Zfp-6|Zif268|egr	early growth response 1	protein-coding
Merged-chr8-46007484-1	chr8	46007391	46007577	+	73.900002	GetdiffpeaksBCL6WT.txt	Intergenic	LTR40c|LTR|ERVL	-3118	NM_026278	67620		NM_026278	ENSMUSG00000031637	Lrp2bp	1700113N17Rik|2310006J04Rik|4930479L12Rik|MegBP	Lrp2 binding protein	protein-coding
