#name (cmd = mergePeaks -d given pCREB.fed.mergepeaks.txt pCREB.fast.mergepeaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	pCREB.fed.mergepeaks.txt	pCREB.fast.mergepeaks.txt
Merged-chr16-36071627-1	chr16	36071402	36071852	+	11.733334	pCREB.fed.mergepeaks.txt	1	Merged-chr16-36071631-3	
Merged-chr8-85286286-1	chr8	85286135	85286437	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-85286286-1	
Merged-chr2-52742506-1	chr2	52742360	52742652	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-52742506-1	
Merged-chr16-29903720-1	chr16	29903574	29903866	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-29903720-1	
Merged-chr14-118136842-1	chr14	118136691	118136993	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-118136842-1	
Merged-chr16-70423066-1	chr16	70422914	70423218	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-70423066-1	
Merged-chr11-87853191-1	chr11	87853021	87853362	+	10.933333	pCREB.fed.mergepeaks.txt	1	Merged-chr11-87853196-3	
Merged-chr5-122372488-1	chr5	122372276	122372700	+	9.950000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-122372507-3	
Merged-chr12-100412126-1	chr12	100411975	100412277	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-100412126-1	
Merged-chr4-134853686-1	chr4	134853419	134853954	+	11.000000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-134853689-2	
Merged-chr11-63862141-1	chr11	63861990	63862292	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-63862141-1	
Merged-chr15-83122770-1	chr15	83122624	83122916	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-83122770-1	
Merged-chr14-113738407-1	chr14	113738255	113738559	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-113738407-1	
Merged-chr11-97435190-1	chr11	97434972	97435409	+	10.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-97435193-2	
Merged-chr11-86201534-1	chr11	86201388	86201680	+	12.700000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-86201534-1	
Merged-chr19-10524966-1	chr19	10524814	10525118	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-10524966-1	
Merged-chr15-89373450-1	chr15	89373304	89373596	+	11.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-89373450-1	
Merged-chr19-41981126-1	chr19	41980974	41981278	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-41981126-1	
Merged-chr9-57560862-1	chr9	57560616	57561108	+	10.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-57560881-3	
Merged-chr4-46138608-1	chr4	46138354	46138863	+	11.115000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-46138609-2	
Merged-chr9-90903153-1	chr9	90903007	90903299	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-90903153-1	
Merged-chr17-48410133-1	chr17	48409987	48410279	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-48410133-1	
Merged-chr5-28032032-1	chr5	28031847	28032217	+	9.340000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-28032034-2	
Merged-chr4-32569577-1	chr4	32569431	32569723	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-32569577-1	
Merged-chr17-56218982-1	chr17	56218836	56219128	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-56218982-1	
Merged-chr11-116853793-1	chr11	116853518	116854069	+	12.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-116853794-2	
Merged-chr3-9249850-1	chr3	9249699	9250001	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-9249850-1	
Merged-chr16-17509056-1	chr16	17508910	17509202	+	14.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-17509056-1	
Merged-chr2-127830099-1	chr2	127829947	127830251	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-127830099-1	
Merged-chr9-14500545-1	chr9	14500394	14500696	+	12.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-14500545-1	
Merged-chr4-129640547-1	chr4	129640396	129640698	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-129640547-1	
Merged-chr6-17583982-1	chr6	17583830	17584134	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-17583982-1	
Merged-chr2-84378842-1	chr2	84378696	84378988	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-84378842-1	
Merged-chr15-31453951-1	chr15	31453805	31454097	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-31453951-1	
Merged-chr7-101108330-1	chr7	101108184	101108476	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-101108330-1	
Merged-chr1-91258745-1	chr1	91258594	91258896	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-91258745-1	
Merged-chr14-31195526-1	chr14	31195380	31195672	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-31195526-1	
Merged-chr8-46376168-1	chr8	46375982	46376354	+	9.375000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-46376165-2	
Merged-chr15-78431835-1	chr15	78431689	78431981	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-78431835-1	
Merged-chr9-21592670-1	chr9	21592367	21592974	+	9.860000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-21592710-3	
Merged-chr1-119499564-1	chr1	119499412	119499716	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-119499564-1	
Merged-chr3-10302417-1	chr3	10302243	10302591	+	15.966666	pCREB.fed.mergepeaks.txt	1	Merged-chr3-10302415-3	
Merged-chr11-11809008-1	chr11	11808862	11809154	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-11809008-1	
Merged-chr7-127017192-1	chr7	127017046	127017338	+	11.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-127017192-1	
Merged-chr4-137769677-1	chr4	137769525	137769829	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-137769677-1	
Merged-chr14-20703009-1	chr14	20702863	20703155	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-20703009-1	
Merged-chr12-33147764-1	chr12	33147600	33147929	+	8.809999	pCREB.fed.mergepeaks.txt	1	Merged-chr12-33147767-2	
Merged-chr9-68883959-1	chr9	68883801	68884118	+	14.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-68883962-2	
Merged-chr11-79339422-1	chr11	79339228	79339617	+	13.433333	pCREB.fed.mergepeaks.txt	1	Merged-chr11-79339425-3	
Merged-chr4-65299021-1	chr4	65298794	65299249	+	9.375000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-65299018-2	
Merged-chr13-92483967-1	chr13	92483821	92484113	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-92483967-1	
Merged-chr6-115462521-1	chr6	115462370	115462672	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-115462521-1	
Merged-chr10-12643211-1	chr10	12643065	12643357	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-12643211-1	
Merged-chr3-97654006-1	chr3	97653854	97654158	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-97654006-1	
Merged-chr11-95041745-1	chr11	95041599	95041891	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-95041745-1	
Merged-chr10-128368317-1	chr10	128368165	128368469	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-128368317-1	
Merged-chr16-16590910-1	chr16	16590764	16591056	+	7.240000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-16590910-1	
Merged-chr10-95417254-1	chr10	95417108	95417400	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-95417254-1	
Merged-chr8-41135493-1	chr8	41135292	41135695	+	11.450001	pCREB.fed.mergepeaks.txt	1	Merged-chr8-41135490-2	
Merged-chr1-163779422-1	chr1	163779271	163779573	+	11.800000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-163779422-1	
Merged-chr11-5542304-1	chr11	5542088	5542521	+	11.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-5542307-2	
Merged-chr9-108795393-1	chr9	108795242	108795544	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-108795393-1	
Merged-chr9-121286063-1	chr9	121285912	121286214	+	11.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-121286063-1	
Merged-chr11-100761759-1	chr11	100761608	100761910	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-100761759-1	
Merged-chr17-87025491-1	chr17	87025269	87025714	+	12.766666	pCREB.fed.mergepeaks.txt	1	Merged-chr17-87025501-3	
Merged-chr4-11558837-1	chr4	11558667	11559008	+	9.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-11558840-2	
Merged-chr8-106135402-1	chr8	106135251	106135553	+	11.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-106135402-1	
Merged-chr7-25297675-1	chr7	25297529	25297821	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-25297675-1	
Merged-chr15-88751403-1	chr15	88751242	88751565	+	12.275000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-88751406-2	
Merged-chr4-148625974-1	chr4	148625822	148626126	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-148625974-1	
Merged-chr5-31727596-1	chr5	31727445	31727747	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-31727596-1	
Merged-chr9-62091783-1	chr9	62091625	62091941	+	8.830000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-62091782-2	
Merged-chr11-73047787-1	chr11	73047596	73047978	+	8.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-73047790-2	
Merged-chr5-102858519-1	chr5	102858368	102858670	+	8.150000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-102858519-1	
Merged-chr18-37935551-1	chr18	37935307	37935796	+	10.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-37935532-3	
Merged-chr2-26600956-1	chr2	26600775	26601138	+	11.550000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-26600957-2	
Merged-chr14-122638837-1	chr14	122638686	122638988	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-122638837-1	
Merged-chr11-58876118-1	chr11	58875972	58876264	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-58876118-1	
Merged-chr18-67724358-1	chr18	67724206	67724510	+	9.110001	pCREB.fed.mergepeaks.txt	1	Merged-chr18-67724358-2	
Merged-chr5-88514578-1	chr5	88514432	88514724	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-88514578-1	
Merged-chr7-16452852-1	chr7	16452701	16453003	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-16452852-1	
Merged-chr4-99715608-1	chr4	99715456	99715760	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-99715608-1	
Merged-chr8-109810747-1	chr8	109810596	109810898	+	12.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-109810747-1	
Merged-chr8-111145740-1	chr8	111145594	111145886	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-111145740-1	
Merged-chr14-65720614-1	chr14	65720462	65720766	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-65720614-1	
Merged-chr13-43941904-1	chr13	43941758	43942050	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-43941904-1	
Merged-chr15-44847188-1	chr15	44847042	44847334	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-44847188-1	
Merged-chr16-4907529-1	chr16	4907378	4907680	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-4907529-1	
Merged-chr3-127124704-1	chr3	127124552	127124856	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-127124704-1	
Merged-chr1-180210141-1	chr1	180209989	180210293	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-180210141-1	
Merged-chr3-142711592-1	chr3	142711435	142711749	+	12.350000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-142711591-2	
Merged-chr14-30886491-1	chr14	30886307	30886675	+	11.000000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-30886491-2	
Merged-chr1-87901243-1	chr1	87901097	87901389	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-87901243-1	
Merged-chr2-94010809-1	chr2	94010634	94010984	+	13.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-94010803-3	
Merged-chr11-120505743-1	chr11	120505591	120505895	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-120505743-1	
Merged-chr10-28262516-1	chr10	28262370	28262662	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-28262516-1	
Merged-chr7-79392363-1	chr7	79392202	79392525	+	9.120000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-79392366-2	
Merged-chr2-132871789-1	chr2	132871643	132871935	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-132871789-1	
Merged-chr10-8886002-1	chr10	8885851	8886153	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-8886002-1	
Merged-chr2-85037082-1	chr2	85036930	85037234	+	11.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-85037082-1	
Merged-chr10-59777420-1	chr10	59777268	59777572	+	12.000000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-59777420-1	
Merged-chr16-38279878-1	chr16	38279707	38280050	+	8.745001	pCREB.fed.mergepeaks.txt	1	Merged-chr16-38279879-2	
Merged-chr2-27010003-1	chr2	27009851	27010155	+	12.000000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-27010003-1	
Merged-chr5-138622931-1	chr5	138622779	138623083	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-138622931-1	
Merged-chr8-89785149-1	chr8	89785003	89785295	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-89785149-1	
Merged-chr19-37207537-1	chr19	37207391	37207683	+	12.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-37207537-1	
Merged-chr7-123369963-1	chr7	123369780	123370146	+	9.340000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-123369960-2	
Merged-chr11-101009451-1	chr11	101009266	101009636	+	14.200000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-101009454-2	
Merged-chr7-109752276-1	chr7	109752110	109752443	+	14.166667	pCREB.fed.mergepeaks.txt	1	Merged-chr7-109752277-3	
Merged-chrX-8193554-1	chrX	8193393	8193715	+	12.666667	pCREB.fed.mergepeaks.txt	1	Merged-chrX-8193556-3	
Merged-chr8-117716615-1	chr8	117716464	117716766	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-117716615-1	
Merged-chr5-24138518-1	chr5	24138366	24138670	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-24138518-1	
Merged-chr9-25252288-1	chr9	25251974	25252603	+	14.066667	pCREB.fed.mergepeaks.txt	1	Merged-chr9-25252296-3	
Merged-chr10-62578183-1	chr10	62578037	62578329	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-62578183-1	
Merged-chr5-123720633-1	chr5	123720487	123720779	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-123720633-1	
Merged-chr8-126666654-1	chr8	126666508	126666800	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-126666654-1	
Merged-chr5-113180426-1	chr5	113180274	113180578	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-113180426-1	
Merged-chr8-79294993-1	chr8	79294841	79295145	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-79294993-1	
Merged-chr16-23464224-1	chr16	23464078	23464370	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-23464224-1	
Merged-chr1-59796934-1	chr1	59796782	59797086	+	7.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-59796934-1	
Merged-chr5-125305768-1	chr5	125305616	125305920	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-125305768-1	
Merged-chr2-126152041-1	chr2	126151802	126152280	+	9.740000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-126152043-3	
Merged-chr8-110080206-1	chr8	110080054	110080358	+	15.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-110080206-1	
Merged-chr6-116260711-1	chr6	116260477	116260946	+	10.075000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-116260711-2	
Merged-chr15-95810428-1	chr15	95810277	95810579	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-95810428-1	
Merged-chr15-102296036-1	chr15	102295885	102296187	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-102296036-1	
Merged-chr13-34630058-1	chr13	34629907	34630209	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-34630058-1	
Merged-chr14-76875310-1	chr14	76875158	76875462	+	7.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-76875310-1	
Merged-chr8-11009033-1	chr8	11008881	11009185	+	13.450001	pCREB.fed.mergepeaks.txt	1	Merged-chr8-11009032-2	
Merged-chr10-121622632-1	chr10	121622486	121622778	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-121622632-1	
Merged-chr11-79654588-1	chr11	79654436	79654740	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-79654588-1	
Merged-chr2-166122143-1	chr2	166121997	166122289	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-166122143-1	
Merged-chr11-31870272-1	chr11	31870126	31870418	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-31870272-1	
Merged-chr5-124025998-1	chr5	124025847	124026149	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-124025998-1	
Merged-chr17-46513491-1	chr17	46513305	46513677	+	10.390000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-46513499-3	
Merged-chr6-38477574-1	chr6	38477423	38477725	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-38477574-1	
Merged-chr2-145934811-1	chr2	145934657	145934966	+	9.625000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-145934811-2	
Merged-chr12-69724836-1	chr12	69724690	69724982	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-69724836-1	
Merged-chr10-126905785-1	chr10	126905633	126905937	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-126905785-1	
Merged-chr4-94979200-1	chr4	94979014	94979387	+	10.916667	pCREB.fed.mergepeaks.txt	1	Merged-chr4-94979213-3	
Merged-chr7-122015787-1	chr7	122015635	122015939	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-122015787-1	
Merged-chr7-127746046-1	chr7	127745836	127746256	+	9.110001	pCREB.fed.mergepeaks.txt	1	Merged-chr7-127746043-2	
Merged-chr4-134930967-1	chr4	134930815	134931119	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-134930967-1	
Merged-chr8-46000249-1	chr8	46000103	46000395	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-46000249-1	
Merged-chr9-65021332-1	chr9	65021186	65021478	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-65021332-1	
Merged-chr9-121912010-1	chr9	121911864	121912156	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-121912010-1	
Merged-chr18-5151931-1	chr18	5151780	5152082	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-5151931-1	
Merged-chr12-102469119-1	chr12	102468973	102469265	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-102469119-1	
Merged-chr3-131303177-1	chr3	131302971	131303383	+	11.000000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-131303176-2	
Merged-chr9-63716332-1	chr9	63716173	63716492	+	9.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-63716329-2	
Merged-chr14-73137249-1	chr14	73137098	73137400	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-73137249-1	
Merged-chr11-16820301-1	chr11	16820155	16820447	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-16820301-1	
Merged-chr10-81422347-1	chr10	81422196	81422498	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-81422347-1	
Merged-chr4-83471828-1	chr4	83471682	83471974	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-83471828-1	
Merged-chr19-60889979-1	chr19	60889827	60890131	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-60889979-1	
Merged-chr5-30666575-1	chr5	30666429	30666721	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-30666575-1	
Merged-chr8-85071752-1	chr8	85071606	85071898	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-85071752-1	
Merged-chr11-59747060-1	chr11	59746909	59747211	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-59747060-1	
Merged-chr11-97714840-1	chr11	97714694	97714986	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-97714840-1	
Merged-chr14-25457578-1	chr14	25457421	25457736	+	11.150000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-25457575-2	
Merged-chr8-38370283-1	chr8	38370132	38370434	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-38370283-1	
Merged-chr8-84847013-1	chr8	84846861	84847165	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-84847013-1	
Merged-chr7-123466145-1	chr7	123465999	123466291	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-123466145-1	
Merged-chr15-91176425-1	chr15	91176273	91176577	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-91176425-1	
Merged-chr6-24260543-1	chr6	24260392	24260694	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-24260543-1	
Merged-chr1-107992209-1	chr1	107992063	107992355	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-107992209-1	
Merged-chr4-123666859-1	chr4	123666713	123667005	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-123666859-1	
Merged-chr12-32966988-1	chr12	32966836	32967140	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-32966988-1	
Merged-chr3-106260009-1	chr3	106259863	106260155	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-106260009-1	
Merged-chr11-55217854-1	chr11	55217703	55218005	+	10.425000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-55217851-2	
Merged-chr3-148680328-1	chr3	148680182	148680474	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-148680328-1	
Merged-chr2-70941008-1	chr2	70940862	70941154	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-70941008-1	
Merged-chr5-146676626-1	chr5	146676474	146676778	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-146676626-1	
Merged-chr5-93093322-1	chr5	93093148	93093497	+	9.595000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-93093323-2	
Merged-chr11-102556316-1	chr11	102556111	102556522	+	9.320000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-102556313-3	
Merged-chr9-55322725-1	chr9	55322574	55322876	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-55322725-1	
Merged-chr12-103150625-1	chr12	103150474	103150776	+	10.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-103150625-1	
Merged-chr16-24199886-1	chr16	24199740	24200032	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-24199886-1	
Merged-chr12-101767287-1	chr12	101767135	101767439	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-101767287-1	
Merged-chr11-12875745-1	chr11	12875594	12875896	+	8.150000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-12875745-1	
Merged-chr9-37421509-1	chr9	37421332	37421687	+	9.110001	pCREB.fed.mergepeaks.txt	1	Merged-chr9-37421512-2	
Merged-chr3-95016035-1	chr3	95015725	95016345	+	13.733334	pCREB.fed.mergepeaks.txt	1	Merged-chr3-95016048-3	
Merged-chr11-23306335-1	chr11	23306155	23306516	+	11.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-23306333-2	
Merged-chr16-20563581-1	chr16	20563435	20563727	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-20563581-1	
Merged-chr3-121721978-1	chr3	121721827	121722129	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-121721978-1	
Merged-chr11-69846288-1	chr11	69846054	69846522	+	9.764999	pCREB.fed.mergepeaks.txt	1	Merged-chr11-69846285-2	
Merged-chr6-85451909-1	chr6	85451763	85452055	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-85451909-1	
Merged-chr16-8637518-1	chr16	8637260	8637777	+	12.065001	pCREB.fed.mergepeaks.txt	1	Merged-chr16-8637516-2	
Merged-chr1-191183548-1	chr1	191183396	191183700	+	12.000000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-191183548-1	
Merged-chr15-62337088-1	chr15	62336936	62337240	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-62337088-1	
Merged-chr2-148685826-1	chr2	148685675	148685977	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-148685826-1	
Merged-chr9-61421815-1	chr9	61421637	61421993	+	10.716667	pCREB.fed.mergepeaks.txt	1	Merged-chr9-61421806-3	
Merged-chr18-67775329-1	chr18	67775177	67775481	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-67775329-1	
Merged-chr16-87611645-1	chr16	87611456	87611835	+	10.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-87611642-2	
Merged-chr11-60878893-1	chr11	60878741	60879045	+	9.070000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-60878896-2	
Merged-chr7-44246994-1	chr7	44246848	44247140	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-44246994-1	
Merged-chr16-77029708-1	chr16	77029557	77029859	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-77029708-1	
Merged-chr7-37971311-1	chr7	37971159	37971463	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-37971311-1	
Merged-chr10-91181567-1	chr10	91181408	91181727	+	10.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-91181567-2	
Merged-chr4-105361691-1	chr4	105361539	105361843	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-105361691-1	
Merged-chr17-47909428-1	chr17	47909220	47909637	+	11.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-47909414-3	
Merged-chr16-38089026-1	chr16	38088844	38089209	+	11.183333	pCREB.fed.mergepeaks.txt	1	Merged-chr16-38089032-3	
